tweet,sarcasm,sentiment,dialect
موكب كاسترو الجنائزي يتوقف قرب ضريح جيفارا ,FALSE,NEU,msa
  بس إنتي نسيتي نوال الزغبي,FALSE,NEU,egypt
    و وقوفكم مع جبهة النصرة هل في الجانب الصح من التاريخ ,FALSE,NEU,msa
ده مش جيل  زى ما هيكل كان فاكر ده جيل  يناير ورابعة جيل العزة والكرامة والصمود صورة للأسود في الزنزانة ,FALSE,POS,egypt
جنرال روسي ايران و حزب الله يثرثرون ولايحاربون عرب الخليج مصر عراق لبنان كويت  دبي قطر السعودية عمان,TRUE,NEG,msa
كل يوم يزداد ايماني ان ربي حبيبي معي يارب لك الحمد جميع الامور ميسره بكل حب,FALSE,POS,egypt
لدينا اكبر رصيد فى العالم لاكاذيب الاعلام على الشاشات والصفحات انتظروا بعد سقوط الانقلاب موسوعة اعلام العار ستكون حديث العالم,FALSE,NEG,msa
"سيذكر التاريخ أن منذ إعتزال فيرجسون  ليفرثور مرشح للفوز بالبريميرليج ، والبقرز مرشح للفوز بالكأس   الأقدار",FALSE,NEU,msa
جوجل لازم تشوف لها حل مع كثرة الشاشات في الأندرويد  على الأقل يسوون زر لو ضغطت عليهيسويلي  لكل الشاشات أما كذا الوضع لا يطاق ,FALSE,NEG,gulf
الجزيرة  عاجل   عاجل  لافروف الولاياتالمتحدة سحبت اقتراحها حول حلب ووعدت بتقديم مقترحات جديدة,FALSE,NEU,msa
أَلَمٌ أَلَمَّ أَلَمْ أُلِمَّ بِدَائِهِ  إِنْ آنَ آنٌ آنَ آنُ أَوَانِهِ كوت ريتويت بمعني بيت الشعر دة للمتنبي بدون ما تبحث في جوجل,FALSE,NEU,msa
لما يكلمني وافتكره هيصالحني والاقيه بيقولي هو انتي ليه غلطانه وبجحه  ,TRUE,NEG,msa
شاهد  مواجهات عنيفة بين الجيشالسوري والجماعات المسلحة في الشيخسعيد جنوب حلب ,FALSE,NEU,msa
صباااح الخيرر لحبيبتي وكُل ناسي وملاكيِ,FALSE,POS,msa
كتير ب لبنان عم يقولوا ان الحكومة الجديدة ل المستقبل إدارتها ول حزبالله قرارها,FALSE,NEU,levant
 أوباما يطمئن القارة العجوز حول الناتو في عهد ترامبالتفاصيل كاملة   ,FALSE,NEU,msa
عيدالأم أم صينية  سنة تعتني بإبنها  سنة المصاب بشلل رباعي منذ  سنة هو قلب الأم مهما تقادمت بها السنون,FALSE,NEU,msa
كل يوم  عمرو أديب أنا عمري ما أشتريت شامبو  كليوم  عمرواديب ,FALSE,NEU,msa
بوب ديلان يقرأ نفسه أمامنا ,FALSE,NEU,msa
المحافظ مــرة واحدة ؟؟ طب هو إنت محتاج فلوس ؟؟ محتاج رشوة ؟؟ يحرق ميتيين أمـك  هو الفساد بيجري في دمـك للدرجة دي يا معفن ؟؟  ,TRUE,NEG,egypt
أشكرك,FALSE,POS,egypt
  سفاح القرن الـ بشار الأسد قتل  ألف سوريا بشهادة الأمم المتحدة  ,TRUE,NEU,msa
الذكرى الرابعة لاستشهاد الجعبري شهادة قلبت المعادلة  حماس,FALSE,NEU,msa
أنا بخير لكنّي أعيش بطريقة لا تشبهُني أبداً ,FALSE,NEG,msa
ان التفاؤل هو الايمان الذي يقود الى النجاح  ولا شيء يمكن تحقيقه بدون الامل و الثقة  هيلن كيلر ريالمدريد,FALSE,POS,msa
لمن يعتقد ان صداقتي بجون ستيوارت اليهودي تهمةشوفوا حلقاتههاجم منع المآذن في سويسراومنع مسجد منهاتن وهاجم اسرائيل في اللي بتعمله في غزة,FALSE,NEG,msa
مراسل ملحق الجيشالسوري وحلفاؤه يستأنفون عملياتهم في حلب ويدخلون حي  كرمالطراب ,FALSE,NEU,msa
مستمتع بإدارة حوار الشباب المصري مع مجموعة الحكماء في دار الأوبرا ,FALSE,POS,egypt
سنن وآداب المطر ,FALSE,NEU,msa
واضح من كلام الناس ان مدرب الارجنتين بوذا  اسوأ من تاتا مارتينو المدرب ده اول ما لاعب ميسي وهو عارف انه مصاب قولت عليه ملوش فيها,FALSE,NEG,egypt
ضحايا القصف الطيران الأردوغاني علي مدينة الباب بالأمس الاخونجي طرد النازحين السوريين العزل واليوم يقصفهم غدراً ,FALSE,NEG,msa
تحميل جوجل كروم النسخة العربي      رابط تحميل غوغل كروم   تنزيل  ,FALSE,NEU,msa
حلمت ان تشيرسي اعلنوا عن العضوات الجدد ,FALSE,POS,msa
من كثر التحلطم اللي يسري بدم الكويتي حتى إذا شاف سيارة مكتوب عليها  ما شاء الله لازم يقول  شدعوه عندك فراري عاد,TRUE,NEG,gulf
لو عايزين تسحبوا نوبل من البرادعى عليكم وعلى اوسلو فى  ديسمبر تروحوا تحاصروهم هناك ومافيش تسليم جوايز الا لما تسحبوها من البوب ,FALSE,NEG,msa
"بلال فضل ومصطفي النجار عن فاشية التعذيب في سجون وأقسام الشرطة بعد الانقلاب يكشف ان مصر ترتد لعصور العبودية، فظائع لا توصف",FALSE,NEG,egypt
المحلل التحكيمي الذي جلبه برنامج اكشنيادوري إذا هو فاضي العمارة عندي تحتاج إلى سِباكة   ,TRUE,NEG,egypt
عزيزي ألمغني شتحس فيه ؤانت واقف تغني ووراك رقاصات  لا ؤلابسين جلابيه بعد ويرقصون ,TRUE,NEG,gulf
عندي أرق مطير لي دماغي  ,FALSE,NEU,egypt
كود خصم رهيب من متجر هاي بيبي بوبي إستخدم كود تخفيضكود خصم هاي بيبي بوبي         فوغا كلوسيت  ريفا فاشون  مذركير  ستايلي  يوباي  ماماز اند باباز  السعودية  الامارات  ,FALSE,NEU,msa
انتفضوا لم تقال حين بدا العدوان غاراته بل لشن فتنه وحرب اهليه سقط خلال  ايام فقط  قتيل يد سلام ل عدو و حرب لابناء الوطن كُلَّما أَوقَدوا نارًا لِلحَربِ أَطفَأَهَا اللَّهُ وَيَسعَونَ فِى الأَرضِ فَسادًا وَاللَّهُ لا يُحِبُّ المُفسِدينَ,FALSE,NEU,msa
"عرعر اللي تأسر قلوب الرجال،،، ومع صبا الأجيال يكبر شانهاصور من اجواء عرعر الان من سناب أحد الأصدقاء عرعر ",FALSE,POS,msa
كثر باليوتيوب اليوتيوبرين الذين ينشرون فلوقات وتحديات و و وكلها تلهيه للشباب ولالها معنى ؛ليست برنامج توعيه ثقافه معلومه بل فيديوهات على انا ذهبت الى مكان كذا وعملت كذاو وماشابه   ,FALSE,NEG,egypt
 استر عليه اشدعوه وجهك وجه رامي عياش ولا وائل كفوري كلك طعس مثلنا ,FALSE,NEU,levant
بوب ديلان يشكر الأكاديمية السويدية على جائزة نوبل وسط الكثير من الجدل ,FALSE,NEU,msa
  كنت ادور على هاري بوتر ولقطت,TRUE,NEU,msa
ميركل  بشار الأسد هو المسؤول الأول عن وقف إطلاق النار في سوريا   ,FALSE,NEU,msa
الجوف و الحدودالشماليه امطار هذه الليله وصباح الغد  وثلوج محتمله على بعض مناطق المملكه   طقسالعرب,FALSE,NEU,egypt
روزاليوسف تحقيق الزميل  رضا رفعت كوارث استخدام الفحم في مصر أوقفواالفحم,FALSE,NEG,msa
فيعالمموازي اي خول من دول يتمسك فى الشارع يقلع ملط و يركب الحمار بلشقلوب و نزفه ف العشوائيات,TRUE,NEG,levant
لماذا هذه الاخبار عن استهدافات وتفجيرات لا تظهر الى على ابواب الموسم السياحي   ,FALSE,NEG,msa
فيدرر ضد بينيتو في بطولة ويمبلدون   افضلمباراةتنسشاهدتها,FALSE,NEU,msa
هو اسطورته ريكي مارتن وكريستيانوويجيك واحد يقول شعار ريال مدريد قد يتلطخ بالطين والدماء ولكنه لن يلطخ في العار ,TRUE,NEG,msa
المطرية  انتخبواالعرص,TRUE,NEG,egypt
حلو لما تتحرق مقراتكم بقى حيبقى ده رد فعلك على التويبس اللي بيعارضوا العنف برضه؟,TRUE,NEG,egypt
معرضالكويتالدوليللكتابشخبارك يالروائيواحد مخلي كتب كبار العلماء والكتابورايح لروائيمؤلف كتاب صفحتينأين العقول,TRUE,NEG,msa
أخر صيحة من حقائب اليد من فندي وغوتشي فندي غوتشي بناتالخبر,FALSE,NEU,egypt
 ايضاًنعم لكن الاعلام الغربي هوسيّدالموقف في التشويه والتحسين بينما الاعلام العربي في التشويه فقط وعن غير قصد,TRUE,NEG,msa
  اكبر سبب لظهور الإرهاب هو قمع الشعوب الأسد و حلفاء الأسد مثل السيسي أنظمة الاستبداد تصنع الإرهاب لقمع الناس لقمع الستات,TRUE,NEG,msa
من الفضاوه والملل ناطرين مناظره هيلاري كلنتون مع ديشامب ماكوووو شغل,TRUE,NEG,levant
اسرائيل تدفع مليارات وتتفرغ سياسيا وعالميا لدعم الانقلاب ما حققه لها فى  يوم عجز زعماء صهيون عن تحقيقه فى  عام,FALSE,NEG,msa
دونالد ترامب اجتاح كلينتون وتفوق عليها وكشف فضائحها واعلن عن تأييده للجيش السوري في مكافحة الارهابيين الذين ,FALSE,NEU,msa
أسرار نشأة السيسي داخل حارة اليهود بالقاهرة الجمهور السيسي انتخبواالعرص السيسييهودي مصر انقلا,TRUE,NEG,egypt
إدراة الكرة في كل بلاد الدنيا بها فـسـاد وسرقة فاكرين حياتو ؟ بعد ماكان قاعد ومبرطع هناك إتحاسب وإنطرد طردة الكلاب لإنه مافيش حـد فوق القانون  لكن عندنا القانون بيجي في المقام الأخير عندنا النخبة فوق القانون إتحادالكرةالمصريكلهمعرصين الفسادتاجعليرؤوسالمعرصين  ,TRUE,NEG,msa
  ياخ زمان كنت بكره جستن بيبر كره هسي تقريبا بسمع ليهو اكتر شي بقى بعيد شديد ياخ الجنى دا,FALSE,NEG,gulf
"موقف علماء أهل السنة والجماعة من المولد النبوي الشريف ، من فضلك طالع البراهين الساطعة مما يرشدك للحقيقة القاطعة وهذ ",FALSE,NEU,msa
هاللعبة مهمتها ترفع الضغط وشكراً  ,FALSE,NEG,levant
هانت باقي فرقتين و فنان منفرد و يجي اداء بانقتان,FALSE,NEU,magreb
الأممالمتحدة تنتظر موافقة دمشق و موسكو على هدنة جديدة في حلب,FALSE,NEU,msa
الجيشالسوري ينفذ كميناً لمسلحين حاولوا عبور منطقة جبابالشعاير في الريف الشمالي لـ درعا باتجاه اللجاة ما أسفر عن مقتل وجرح عدد منهم,FALSE,NEU,msa
بعد دقائق يتحدث حبيبنا دعبد المنعم أبو الفتوح على قناة الحياة عن رؤيته للاوضاع الاخيرة فى مصر ومسقبل البلد,FALSE,POS,msa
 شفرولية تطرح كروس أوفر جديدة في روسيا,FALSE,NEU,msa
نسخة المعاينة من أندرويد  قادمة هذا الشهر  ,FALSE,NEU,msa
خلال المناظرة الرئاسية ميلانياترامب تتألق بتصميم باهظٍ من غوتشيفوشيا مشاهير ,FALSE,NEU,egypt
براين ادامز طبيعى يا بشر احنا مفضوحين من زمان و لا نسيتوا ليوناردو لما فاز بالاوسكار وفضيحتنا معاه مش جديد   السنين حنتعدل امتى؟؟,FALSE,NEG,msa
"٩تقرب من جبهة النصرة ولم ينتقد بغييها بحق فصائل الجيش الحر، وترأس اللجنة المشتركة بين الأحرار والنصرة",FALSE,NEU,msa
بعد النكتة الاخيرة لنصرالله قد يظهر لنا ببيان آخر يقول فيه انه ليس مغنية من اختطف الجابرية وهو لا ينتمي لحزب الله بالاساس  ,TRUE,NEG,msa
  المالية إدراج إصدارات الدين العام وتداولها عبر السوق المالية السعودية مال و اعمال تداول ,FALSE,NEU,msa
موحرام طلاب الجامعات الخاصة يفصفصو بزر و نحنا ماعم ننام الليل والله لو عرفانة انو هيك الوضع كنت ريحت حالي و سجلت مفتوح او خاصة وبلا علة هل قلب قسما بالله حرام يلي عم يساوو دكاترة الجامعة فينا  ,FALSE,NEG,msa
بوب ديلان بعد وصفه بالـ وقح آسف    ,FALSE,NEU,msa
أن تكون قلوبنا مُطمئنّه مهما ساءت أيامنا,FALSE,POS,msa
عاجل حلب  يحدث الآن تحليق كثيف للطيران الحربي و غارات عنيفة جداً محيط حي  الزهراء  و حلب القديمة,FALSE,NEU,msa
سيدي الفاضل اعلم جيدا ان دحلانعميل و ضاحيخلفان إنما هم كلاب ضالة أطلقها أسيادهم,TRUE,NEG,msa
الفوزانيطالببربطتويتربالسجلالمدني ولازم تسدد مخالفاتك المرورية ومايكون عليك مديونية بشركات الاتصالات  لاتستبعد  ,TRUE,NEG,msa
     مكوة  خنيث فض أغتصاب اخلفي  بزاز    فلسطين القدس,FALSE,NEG,msa
محافظة صنعاءمديرية همدانتواصل الفعاليات والامسيات بمناسبة ذكرى المولدالنبوي الشريفإقيمت اليوم فعالية ,FALSE,NEU,msa
مسيرة حاشدة تضم زعماء دول في كوبا لتأبين فيدل كاسترو   كاسترو كوبا   ,FALSE,NEU,msa
  العربيةطهالياسين ؛مَن أعدمتهم إيران من الشعوب أكثر ممن ذكرهم الإعلام  ,FALSE,NEU,msa
"من المعتقدان الكثيرمن حكامالعرب لايتمنون عدم فوز ترامب ليس لأن هيلاريكلنتون أفضل،وإنماهي يمكن تبتزهم وتمالئهم،لكن ترامب سيبتزهم ويفضحهم",FALSE,NEG,egypt
حملة التطهير تدفع ضباطا أتراكا في الناتو لطلب اللجوء  للتفاصيل اضغط الرابط  الوطنالعربى ,FALSE,NEU,msa
خلقجميل الشعور بالغير,FALSE,POS,msa
  اعتراض صاروخ باليستي حوثي جنوبي السعودية  سكايأخبار ,FALSE,NEU,msa
انشهد محد سرق جوائز الحفل الا بتس ,FALSE,NEG,levant
"ما هي صفة مكتب الارشاد ليجتمع لبحث حكم المحكمة الدستورية، هو مرسي واخد بكرة مرضي؟",TRUE,NEG,egypt
" مني ناسيه، بس حتى روسيا عندها مصالحها اولا واخيراقبل مصالح ايه بلد تاني",FALSE,NEG,gulf
الفرق بين شجاعة طالبات الثانوي بالمحلة وجبن مسئولي التعليم ونذالة الاخوان هو ذاته الفرق بين مستقبل مصر وماضيها المستقبل قادم وسينتصر حتما,TRUE,NEG,msa
سورة البقرة كاملة  القارئ الشيخ محمد أيوب  عبر ,FALSE,NEU,msa
غوغل تتحكم في بيوت الناس ,FALSE,NEG,msa
خروج نحو شخص من حلب الشرقية وبدء عملية الإجلاء من كفريا والفوعة ,FALSE,NEU,msa
"مش مهم الفساد،، مش مهم السرقة،، مش مهم غلاء الأسعار  أهم اشي الأمن والأمان،، والمنتخب    الأردن",TRUE,NEG,levant
كيف يسرق فيسبوك مليارات المشاهدات منذ فترةٍ أعلن فيس ,FALSE,NEU,msa
لما اشوف هيلاري كلنتون ودونالد ترمب يتهاوشون اتذكر فام  ,TRUE,NEU,msa
 هههههههههه انا استنى جوال غوغل الجديد يمكن يكسر الدنيا ,FALSE,POS,egypt
عجبك اذا ريكي مارتن اخد شب مننا  ,FALSE,NEU,gulf
عاجل  أردوغان أمام الجمعية البرلمانية لـ الناتو نريد منكم أن تضعوا حدا لتحركات أعضاء المنظمات الإرهابية في بلادكم ولأنشطتهم الدعائية,FALSE,NEU,msa
الله ينكد عليكم على هيك امتحان على هالصبح ,FALSE,NEG,msa
اليمنية اختتام الدورة التدريبية للقابلات الصحيات بـ المكلاالتحالفالعربيسنداليمنجنودالتحالفسندلليمن,FALSE,NEU,msa
الحمد لله تملأ الميزان,FALSE,NEU,msa
"لايك كارد لبيع البطاقات بأسعار منافسه ، بطاقات إيتونز وبطاقات شحن و ستيم و جوجل و اكس بوكس وبطاقات بلاي ستيشن  ",FALSE,NEU,msa
بوابةالعاصمة الجامعةالعربية تؤكد مساندتها للأردن لمواجهة الإرهاب ,FALSE,NEU,msa
الصين ترسل مزيدًا من الجنود إلى جنوب السودانالصين جنوبالسودان ,FALSE,NEU,msa
حصرياسعودي العامة إيران خرقت الاتفاق النووي,FALSE,NEU,msa
  شرط ميسي للتجديد مع برشلونةناديبرشلونة,FALSE,NEU,msa
مهرجانالقاهرةالسينمائي يحتفل بالسينما الصينية ويعرض  فيلمًا,FALSE,NEU,msa
في يومٍ من الأيام قرر جميع أهل القرية أن يصلوا صلاة الاستسقاء تجمعوا جميعهم للصلاة لكن أحدهم كان يحمل معه مظلة  تلك هي الثقة فى الله,FALSE,POS,msa
ايوااااا نانسي و اليسا في يوم واحد   الموضوع خطير اليسا  اغنيةنانسيعمبتعلقفيك  جعل ما يدخل الت ,FALSE,POS,egypt
كما رفيق كذلك سعد المسيرة مستمرة   سعدالحريري جبرانتوينيرفيقالحريري,FALSE,NEU,levant
 تعرف جبهة النصرة ههههههه هادوك  بالمئة سوريين و ميلشيا شيعية من العراق ولبنان وافغان الخ ماشفتهمش,TRUE,NEU,levant
  المقال  فيتو أوباما سقط بطريقة مخجلة في مجلسي الشيوخ والنواب والحليف السعودي تحول الى عدو والاستعدادات لابتزازه بد,FALSE,NEU,msa
هذا ما يحدث عندما لا تقول الحق وتمسك بالعصاية من النص وترفض إدانة عنف السلطةهذا هو الأمن على الطريقة الإخوانية,TRUE,NEG,egypt
مرتضي اللي دمر الزمالك وخلاه مسخرة النوادي كلها مرشح نفسه لرئاسة الجمهوريه وكمان عاوز يقفل الفيس بوك  ,TRUE,NEG,msa
تعرفي على حذاء غوتشي الذي يجمع بين الكعب العالي والمسطحعبر الرابط  ,FALSE,NEU,egypt
لمتابعة اخبار ونشاطات مكتب الشهيد السعيد السيد محمد الصدر قدس  بغداد والمحافظات الشمالية على فيسبوك ,FALSE,NEU,msa
  هيلاريكلينتون و ترامب مختلفان بكل شئ الا في قضايا العرب وان اختلفت اليات كل منهم لتنفيذ المخطط فقط البعض مخدوعين,FALSE,NEU,msa
عاجل الامطار تتسبب باغلاق طريق البشريةالصفاوي في البادية الشمالية  فيديوصحيفةالرأي الأردن  ,FALSE,NEU,msa
 غوتشي ام جيفنشي هيا ابتعدي هناك,FALSE,NEU,gulf
"تواجد عدد كبير من نجوم الفن في عزاء الفنان محمودعبدالعزيز مساء أمس، من بينهم عادلإمام، محمدرمضان، محمدهنيدي ",FALSE,NEU,msa
ليوناردو دي كابريو يلتقي أوباما لنقاش قضايا المناخ  ,FALSE,NEU,msa
  السعوديهالاماراتافضل رابط للمباره بث مباشر بدون اعلان ادخل للموقع وانزل تحت للفيديو وشغل,FALSE,NEU,egypt
اهداف مباراة  السعودية  الإمارات  تصفيات كاس العالم   ,FALSE,NEU,msa
لافروف  واشنطن أخطرت موسكو أنها لن تستطيع بدء المشاورات حول حلب يوم الأربعاء,FALSE,NEU,msa
"هذا الجدار ليس في الضفة الغربية، بل لحصار الفلسطينيين في مخيمعينالحلوة لماذا كل هذا العار؟فلسطين لبنان ",FALSE,NEG,msa
ارمــــــلة سورية مقيـــــمة بالســـــــعودية تــــــبحث عن زوج  ,FALSE,NEU,msa
 جهة حكومية محلية تطلع على الرقابة القانونية ريالمدريد برشلونة,FALSE,NEU,msa
سكواد اعدادي فنون جميلة  ,FALSE,NEU,msa
الاتحادبرس بشار الأسد يربح الانتخابات وجيشه في لبنان ودمار للخليج هذا ما   سوريا مصر أخبار,FALSE,NEG,msa
الجو يجنن مقدر ,FALSE,POS,msa
احلى ضحكة بالعالم  كارمنسليمان كارمن محبوبةالعرب اربايدول البوم أخباري اخباري,FALSE,POS,levant
    كوبـونات خًـصم  نـون  سـنتر بـوينت  فوغـا كـلوسيت  السـيف  كوبـٌون ريـفـا  كـٌود مـاكس  ليفل شوز  موقـع جـولي شِـيك  ستايـلي  مـفارش الحـبيب  نمشـي  انـاس اونـاس  مـذركير ,FALSE,NEU,msa
  انا قلت الخليج قطر والكويت ما فيها؟ و السعودية كمان فيها يا جاهلة يلا على النكاح ولك يلا طوبزي ينكحك أوباما,TRUE,NEG,magreb
  بالفيديو الجماهير السعودية تتناول فطور عاشوراء أمام ملعب الجوهرة  المواطن,FALSE,POS,msa
التعادل فى نهاية اللقاء قلل فرحة الاهلى لكنه خير لأنه سيجعل لقاء الاياب فى القاهرة حاسما ودور المصريين خلاله حاسم لاعلاء اسم بلدهم وفريقهم,FALSE,POS,msa
  هدف بيكيه السادس على ريال مدريد ليلة جلد مدريد بالسداسية التاريخية على ملعبه وامام جماهيره  ,FALSE,POS,msa
ارمــــــــــــــلة سورية بالســـــــــــــــــــعودية تقبل تعدد الزوجات  ,FALSE,NEU,egypt
ناديننسيبنجيم الأكثر تداولاً من ليلة أمس حتى هذه اللحظة  ,FALSE,POS,msa
"  إيمري كولاك ديبورتيفو  أردا توران مثل أخي و هو قدوة بالنسبة لي ، ميسي الأفضل و انا مُعجب به كثيراً",FALSE,POS,egypt
 انتظروا إليسا مع عمرواديب في برنامج كليومجمعة علي قناة   يوم ٢٣١٢٢٠١٦ الساعة   نايل ,FALSE,NEU,msa
في لبنان كل شيء ممكن جذاً وزير شئون المرأة  رجل  ووزير الثقافة طبيب جراح وهكذا بقية الحقائب الوزارية لا أحد له علاقة بحقيبته ,TRUE,NEG,msa
انا قد قلت لكم ان غوتشي بدت تستهبل قلت والا ماقلت ماش ضاعت هيبتها  ,FALSE,NEG,egypt
تحية وتقدير لچورچ اسحاق ستبقى دائمًا رمزًا للشجاعة والوطنية وإنكار الذات الثورة مدينة لك بالكثير,FALSE,POS,msa
المدن روجيه عوطةنينا هاغن وعجينة الفم المتهكِّم غناءالصراخ غناء فن ثقافة,FALSE,NEU,msa
طارقالزمر فتاوى برهامي تروج لاغتصاب الأمة أو السلطة,TRUE,NEG,msa
عندي نظرة ثاقبةكيف يعني بعينك ثقب؟,FALSE,NEG,msa
الجيش والداخلية والبلطجية ايد واحدة لارتكاب جرائم وحشية جديدة ضد شعب مصر فى تظاهراته السلمية  اغسطس الشعب يستعيد ثورته,FALSE,NEG,msa
حكيك يخلق من العدم فرحه  م,FALSE,POS,levant
 قصدك خبره ف اجهزة اللاب توب ولا نظام ويندوز ,FALSE,NEU,msa
 ريال مدريد  كلوب أميركا نصف نهائي مونديال الأندية الخميس  ظهرًا بتوقيت مكة بتعليق حفيظ الدراجي بال ,FALSE,NEU,msa
جيد كل الاحرى ان يعطي أسماءهم جميعا فردا فردا لاجتناب المغالطات أليس كذلك؟  ,FALSE,NEU,msa
  إطلاق تحديث تراكمي برقم  ل ويندوز  المكتبي والهواتف,FALSE,NEU,msa
 منتخبهم فقاعة صابون بدون ميسي,TRUE,NEG,msa
اصبحت الغارات ممله جدا اليمن صنعاء,TRUE,NEG,msa
اخر صيحات الموضة لأحذية غوتشي لربيع   ,FALSE,NEU,msa
من أي بلد ستشاهد مباراتنا ضد  اليوم؟  السيتي ,FALSE,NEU,msa
جنوب الدحله جنوب غرب القصيماليوم السبت ١٤٤٢٤٢٠ تصويري سقيا وسم امطارالخيرعلىالسعوديه ,FALSE,POS,msa
"  كاسيميرو  ريال مدريد   أفضل  لاعبين يعجبنني في مركزي ؟ بوسكيتس ، غابي ، تشابي ألونسو ",FALSE,NEU,msa
لو يائ بعد سؤال ما هي المشاعر و الاحساسات؟ جان كتبت شعور الفلسطينيين بالظلم و افتخار اليهود بما فعلوه في فلسطين    ,FALSE,NEG,msa
المنافسة بين أبل وسامسونغ تصل إلى سيري   ,FALSE,NEU,msa
الولاياتالمتحدة عاجل  الكونغرس الأمريكي يمدد العقوبات على إيران لـ  سنوات أخرى,FALSE,NEU,msa
حتى المجانين  يستحوا على أنفسهم من هذا الذي نراه    الإسلام برئ منكم العقل نعمه الحمدلله ثبت عقولنا  على طاعتك  شركالرافضهفيعاشورا,FALSE,NEG,msa
   أربعمائة مليون جهاز ليست  أنا أتحدث عن ويندوز  بشكل عام و ليس فقط نسخة الهواتف,FALSE,NEU,msa
بوبديلان يصف فوزه بـ نوبل للآداب بأنه مثل الوقوف على سطح القمر ,FALSE,POS,msa
شبكة شام الإخبارية في ظل القصف الهمجي  الأممالمتحدة تدعو لتأمين وصول فوري إلى حلب ,FALSE,NEU,msa
يا ربِّ لي حَاجةٌ في النّفسِ تعلمُهَا يا ربّ قُل لهَا كُـوني,FALSE,POS,msa
  زعماء مليشيا الحشد الشعبي في العراق يهددون تركيا وأردوغان من بغداد ويتوعدون الشركات والمصالح التركية والأفراد العاملين ف,FALSE,NEU,msa
  من يتطوع ويبلغ مجلس الأمن ان البوذيين المتطرفين يمارسون الارهاب حاليا ضد القطط في اركانفدمها اهم من المسلمين لديهم,TRUE,NEG,msa
١١ سنة و بعدك حرقة بالقلب بس صوتك باقي اعلى من ابواق الخونة و القتلة رح يجي نهار و ينتصر في النور عالظلمةجبرانتويني,FALSE,NEG,msa
انا قد قلت لكم ان غوتشي بدت تستهبل قلت والا ماقلت ماش ضاعت هيبتها  ,TRUE,NEG,gulf
ليون و واكا شكلهم عادي ساتوري يمكن تكون شخصيته رهيبة اما غوتشي شكله بثرررررر ,TRUE,NEG,egypt
  يسألونك عن الأرهاب هاهم الأرهابيون الذين أخافوا جميع المنظمات وحقوق الإنسانأنهم ارهابيون بنظر الاسد وبوتين ,TRUE,NEG,msa
لافروف  واشنطن سحبت مقترحها حول حلب لسحب المسلحين روسيا,FALSE,NEU,msa
ثلاثين يونيو موجة ثورية ضد الفاشل مرسي والجماعة الكذابة ما أرفضه هو القمع والعقاب الجماعي كفاية كذب وخداع للنفس,FALSE,NEG,egypt
لا أعرف لم يعرضون المبالغ على الطفل فيصلالغامدي لإغراءه ببيع هدية الملك ألا يدركوا أنها لا تباع ولا ترد خاصة أنها جاءت من والد الجميع,FALSE,NEG,msa
النمسا تخذل اليمين المتطرف وأوروبا تتنفس الصعداء,FALSE,NEG,msa
مستوطنون يقتحمون المسجد الأقصى المبارك تحت حماية قوات الاحتلال ,FALSE,NEU,msa
  سـاعـة الإشتيـاق ليس لهـا عقـارب  ومع ذلك تلدغـك في كـل ثانيـة تعيشهـاقروبخواطرللدعمقروبفيدررللدعم,FALSE,NEG,msa
ههههههه والله وياك اللي يسمونا الدببة ما أكلنا  وهذاك المعصقل أكل بطريقة مو طبيعيه   القدر,TRUE,NEG,msa
  قرقاش يهاجم مندوب السعودية يبكي سقوط الإخوان ومرسي في نقده الموقف المصري  ,FALSE,NEG,msa
الـ  تصرح بأن قرار الحكام بـ الغاء تسديدة روس الاخيرة كان قرارًا صحيحًا ,FALSE,NEU,msa
بابا الازهر دعا لقتال معارضى الانقلابى وكشف جهله بالقرأن الى اقصى درجة تشعر بجهله فى حديثه عن الجزية اخر لخبطة,TRUE,NEG,egypt
رصدباور واشنطن توثق الاعتداءات ضدّ السوريين وستحاسب المسؤول,FALSE,NEU,msa
و ميريام فارس  ربداوية ,FALSE,NEU,levant
شركه لنقل العفش وجميع انواع نقل عفش بالرياض بالخرج شركه لنقل الاثاث محتويات المنزل شركةنقلعفشالرياض   نقل عفش لأنحاء المملكة   الدمام خصم  الاحساء   حوطة بني تميم الخرج     جدة القصيم  الطائف شركه لنقل العفش د ,FALSE,NEU,msa
    اما بيونسيه مدري  ,FALSE,NEU,gulf
كيري وزراء خارجية دول الناتو يناقشون في بروكسل أهمية وحدة الحلف  حلب سوريا ,FALSE,NEU,msa
 أنا أتوقع ترامب وودي يكون ترامب خلاص ماعاد لأمريكا أي هيبة في ظل حكم أوباما او الحزب الديمقراطي محتاجين نشوف أكشن جديد ,FALSE,NEG,egypt
في ناس غاويا كدب وكمان بتخاف فيديو متفبرك تماما مندوبتنا في ليسيه الحرية مادخلتش اللجنة أصلا بس حركات مفضوحة,FALSE,NEG,egypt
لأول مرة منذ ١٣ سنة  روجيه فيدرر و رفاييل نادال خارج قائمة أفضل ٤ لاعبين في العالم  أساطير ,FALSE,NEG,msa
مليشيات الحوثي وصالح تواصل ضربها وقصفها لهدنة كيري بكافة الأسلحة اليمن,FALSE,NEG,msa
التعليم ضعف مستوى التعليم الحكومي وازدهار المراكز الخاصة في الدائرة بعيداً عن رقابة وزارة التعليم,FALSE,NEU,msa
أوباما يرفع العقوبات عن بورما  تنفيذا للالتزام الذي تعهد به الرئيس الأمريكي باراك أوباما لوزيرة خارجية ميانمار ,FALSE,POS,msa
